transaction_id,award_id,modification_number,action_date,action_type_code,action_obligation
CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700:P00150,CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700,P00150,2022-12-05,C,-1999896.0
CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700:P00171,CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700,P00171,2023-05-12,C,-454236.0
CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700:P00195,CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700,P00195,2024-04-30,C,-875535.25
CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700:P00208,CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700,P00208,2024-12-06,C,-241163.69
CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700:P00218,CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700,P00218,2025-07-17,C,-379954.53
CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700:P00225,CONT_AWD_HQ014719F0038_9700_HQ014712D0003_9700,P00225,2025-11-13,M,0.0
CONT_AWD_HQ042314C0008_9700_-NONE-_-NONE-:P00016,CONT_AWD_HQ042314C0008_9700_-NONE-_-NONE-,P00016,2019-08-12,G,920404.0
CONT_AWD_HQ042314C0008_9700_-NONE-_-NONE-:P00019,CONT_AWD_HQ042314C0008_9700_-NONE-_-NONE-,P00019,2020-03-12,M,-897393.9
CONT_AWD_HQ042316F0031_9700_GS00Q09BGD0025_4735:P00015,CONT_AWD_HQ042316F0031_9700_GS00Q09BGD0025_4735,P00015,2021-01-11,C,-549099.4
CONT_AWD_HQ042317F0047_9700_GS35F0077V_4730:P00012,CONT_AWD_HQ042317F0047_9700_GS35F0077V_4730,P00012,2020-03-12,C,-283041.1
CONT_AWD_HQ042318C9003_9700_-NONE-_-NONE-:P00007,CONT_AWD_HQ042318C9003_9700_-NONE-_-NONE-,P00007,2021-02-08,G,122427.81
CONT_AWD_HQ042318F0149_9700_GS35F0760J_4730:P00009,CONT_AWD_HQ042318F0149_9700_GS35F0760J_4730,P00009,2021-02-24,C,-163170.98
CONT_AWD_HQ042318F0149_9700_GS35F0760J_4730:P00010,CONT_AWD_HQ042318F0149_9700_GS35F0760J_4730,P00010,2022-03-29,C,-298740.34
CONT_AWD_HQ042319F0017_9700_47QTCK18D0011_4732:P00004,CONT_AWD_HQ042319F0017_9700_47QTCK18D0011_4732,P00004,2021-05-26,C,-234026.81
CONT_AWD_HQ042319F0017_9700_47QTCK18D0011_4732:P00017,CONT_AWD_HQ042319F0017_9700_47QTCK18D0011_4732,P00017,2024-01-25,B,-285978.27
CONT_AWD_HQ042319F0017_9700_47QTCK18D0011_4732:P00022,CONT_AWD_HQ042319F0017_9700_47QTCK18D0011_4732,P00022,2024-12-13,B,-150362.46
CONT_AWD_HQ042319F0017_9700_47QTCK18D0011_4732:P00023,CONT_AWD_HQ042319F0017_9700_47QTCK18D0011_4732,P00023,2025-03-11,C,-133220.59
CONT_AWD_HQ042319F0021_9700_HQ042319A0002_9700:P00006,CONT_AWD_HQ042319F0021_9700_HQ042319A0002_9700,P00006,2023-05-04,C,-230002.64
CONT_AWD_HQ042320F0140_9700_GS35F0156V_4730:P00012,CONT_AWD_HQ042320F0140_9700_GS35F0156V_4730,P00012,2023-01-11,C,-3218001.48
CONT_AWD_HQ042320F0140_9700_GS35F0156V_4730:P00015,CONT_AWD_HQ042320F0140_9700_GS35F0156V_4730,P00015,2023-03-22,C,-167583.85
CONT_AWD_HQ042321F0033_9700_W52P1J18DA118_9700:0,CONT_AWD_HQ042321F0033_9700_W52P1J18DA118_9700,0,2021-03-23,,1936140.48
CONT_AWD_HQ042321F0033_9700_W52P1J18DA118_9700:P00013,CONT_AWD_HQ042321F0033_9700_W52P1J18DA118_9700,P00013,2025-10-21,C,1627802.52
CONT_AWD_HQ042323F0002_9700_GS00F029DA_4732:P00006,CONT_AWD_HQ042323F0002_9700_GS00F029DA_4732,P00006,2023-11-21,M,-164326.56
CONT_AWD_HQ042323F0002_9700_GS00F029DA_4732:P00010,CONT_AWD_HQ042323F0002_9700_GS00F029DA_4732,P00010,2025-03-19,C,-192570.52
CONT_AWD_HQ042323F0047_9700_GS35F0077V_4730:P00002,CONT_AWD_HQ042323F0047_9700_GS35F0077V_4730,P00002,2024-08-27,C,-367418.17
CONT_AWD_HQ042324F0075_9700_HQ042323A0007_9700:P00005,CONT_AWD_HQ042324F0075_9700_HQ042323A0007_9700,P00005,2025-01-08,B,-198956.99
CONT_AWD_HQ042324F0075_9700_HQ042323A0007_9700:P00008,CONT_AWD_HQ042324F0075_9700_HQ042323A0007_9700,P00008,2025-08-20,C,-790301.16
CONT_AWD_HQ042324F0096_9700_GS35F0077V_4730:P00003,CONT_AWD_HQ042324F0096_9700_GS35F0077V_4730,P00003,2026-02-18,C,-134397.0
CONT_AWD_HQ051623F0103_9700_47QTCB22D0462_4732:P00004,CONT_AWD_HQ051623F0103_9700_47QTCB22D0462_4732,P00004,2025-06-17,D,-303315.69
CONT_AWD_HQ085224F0001_9700_HQ085222D0001_9700:0,CONT_AWD_HQ085224F0001_9700_HQ085222D0001_9700,0,2024-04-11,,4204405.34
CONT_AWD_HQ085224F0001_9700_HQ085222D0001_9700:P00006,CONT_AWD_HQ085224F0001_9700_HQ085222D0001_9700,P00006,2025-12-03,M,0.0
CONT_AWD_HQ085421F0027_9700_HQ014719D0002_9700:P00014,CONT_AWD_HQ085421F0027_9700_HQ014719D0002_9700,P00014,2023-03-08,C,-176000.0
CONT_AWD_HQ085820F0033_9700_47QTCA18D008L_4732:0,CONT_AWD_HQ085820F0033_9700_47QTCA18D008L_4732,0,2020-09-30,,400062.75
CONT_AWD_HQ085820F0033_9700_47QTCA18D008L_4732:P00002,CONT_AWD_HQ085820F0033_9700_47QTCA18D008L_4732,P00002,2021-06-30,A,266708.5
CONT_AWD_HQC00722P0002_9700_-NONE-_-NONE-:0,CONT_AWD_HQC00722P0002_9700_-NONE-_-NONE-,0,2021-11-22,,197714.88
CONT_AWD_HQC00722P0002_9700_-NONE-_-NONE-:P00001,CONT_AWD_HQC00722P0002_9700_-NONE-_-NONE-,P00001,2022-05-06,B,209767.5
CONT_AWD_HS002114F0003_9700_GS06F0673Z_4732:P00010,CONT_AWD_HS002114F0003_9700_GS06F0673Z_4732,P00010,2019-09-30,K,-174319.07
CONT_AWD_HS002120C0010_9700_-NONE-_-NONE-:P00010,CONT_AWD_HS002120C0010_9700_-NONE-_-NONE-,P00010,2023-08-30,G,450179.2
CONT_AWD_HS002121C0007_9700_-NONE-_-NONE-:P00001,CONT_AWD_HS002121C0007_9700_-NONE-_-NONE-,P00001,2023-02-09,F,-2973866.6
CONT_AWD_HS002122C0005_9700_-NONE-_-NONE-:P00003,CONT_AWD_HS002122C0005_9700_-NONE-_-NONE-,P00003,2023-07-25,C,-450000.0
CONT_AWD_HS002122C0005_9700_-NONE-_-NONE-:P00010,CONT_AWD_HS002122C0005_9700_-NONE-_-NONE-,P00010,2024-08-07,C,64173.31
CONT_AWD_HS002125FE029_9700_NNG15SD80B_8000:P00001,CONT_AWD_HS002125FE029_9700_NNG15SD80B_8000,P00001,2025-05-29,B,-109050.76
CONT_AWD_HT001113F0034_9700_HHSN316201200183W_7529:P00009,CONT_AWD_HT001113F0034_9700_HHSN316201200183W_7529,P00009,2023-08-04,C,-101477.62
CONT_AWD_HT001121F0033_9700_HT001120D0001_9700:P00002,CONT_AWD_HT001121F0033_9700_HT001120D0001_9700,P00002,2022-04-11,C,-942807.2
CONT_AWD_HT001121F0033_9700_HT001120D0001_9700:P00003,CONT_AWD_HT001121F0033_9700_HT001120D0001_9700,P00003,2022-04-22,M,942807.2
CONT_AWD_HT001121F0090_9700_47QTCA18D00K2_4732:P00009,CONT_AWD_HT001121F0090_9700_47QTCA18D00K2_4732,P00009,2023-09-07,C,-440596.8
CONT_AWD_HT001122C0037_9700_-NONE-_-NONE-:P00007,CONT_AWD_HT001122C0037_9700_-NONE-_-NONE-,P00007,2024-03-05,M,-295168.13
CONT_AWD_HT001122F0024_9700_NNG15SD23B_8000:P00006,CONT_AWD_HT001122F0024_9700_NNG15SD23B_8000,P00006,2025-04-07,C,-503958.11
CONT_AWD_HT001122F0054_9700_HT001122D0057_9700:P00002,CONT_AWD_HT001122F0054_9700_HT001122D0057_9700,P00002,2022-09-12,B,-6809864.3
CONT_AWD_HT001122F0054_9700_HT001122D0057_9700:P00006,CONT_AWD_HT001122F0054_9700_HT001122D0057_9700,P00006,2023-11-16,B,0.0
CONT_AWD_HT001123C0092_9700_-NONE-_-NONE-:P00006,CONT_AWD_HT001123C0092_9700_-NONE-_-NONE-,P00006,2025-03-20,B,0.0
CONT_AWD_HT001124F0020_9700_HT001121A0001_9700:P00002,CONT_AWD_HT001124F0020_9700_HT001121A0001_9700,P00002,2025-04-18,D,-718692.0
CONT_AWD_HT001416P1488_9700_-NONE-_-NONE-:P00007,CONT_AWD_HT001416P1488_9700_-NONE-_-NONE-,P00007,2019-09-20,M,-152536.11
CONT_AWD_HT001416P1488_9700_-NONE-_-NONE-:P00010,CONT_AWD_HT001416P1488_9700_-NONE-_-NONE-,P00010,2020-06-05,D,-43788.29
CONT_AWD_HT001418P0418_9700_-NONE-_-NONE-:P00002,CONT_AWD_HT001418P0418_9700_-NONE-_-NONE-,P00002,2018-11-08,C,115057.68
CONT_AWD_HT001418P0418_9700_-NONE-_-NONE-:P00015,CONT_AWD_HT001418P0418_9700_-NONE-_-NONE-,P00015,2023-02-08,C,16352.78
CONT_AWD_HT001418P0418_9700_-NONE-_-NONE-:P00016,CONT_AWD_HT001418P0418_9700_-NONE-_-NONE-,P00016,2025-06-10,M,-77217.82
CONT_AWD_HT001420C0002_9700_-NONE-_-NONE-:P00004,CONT_AWD_HT001420C0002_9700_-NONE-_-NONE-,P00004,2020-11-12,M,35214.81
CONT_AWD_HT001516F0021_9700_NNG15SC73B_8000:P00008,CONT_AWD_HT001516F0021_9700_NNG15SC73B_8000,P00008,2019-03-29,G,1255961.8
CONT_AWD_HT001516F0021_9700_NNG15SC73B_8000:P00012,CONT_AWD_HT001516F0021_9700_NNG15SC73B_8000,P00012,2019-09-30,M,0.0
CONT_AWD_HT001516F0063_9700_GS06F0602Z_4730:P00019,CONT_AWD_HT001516F0063_9700_GS06F0602Z_4730,P00019,2022-01-31,M,-406892.17
CONT_AWD_HT001516F0063_9700_GS06F0602Z_4730:P00020,CONT_AWD_HT001516F0063_9700_GS06F0602Z_4730,P00020,2022-09-28,C,-316957.21
CONT_AWD_HT001516F0063_9700_GS06F0602Z_4730:P00021,CONT_AWD_HT001516F0063_9700_GS06F0602Z_4730,P00021,2024-04-23,C,-486890.62
CONT_AWD_HT001517C0008_9700_-NONE-_-NONE-:P00021,CONT_AWD_HT001517C0008_9700_-NONE-_-NONE-,P00021,2023-05-11,K,-153953.11
CONT_AWD_HT001517F0016_9700_GS35F4649G_4730:P00011,CONT_AWD_HT001517F0016_9700_GS35F4649G_4730,P00011,2022-03-25,C,-447374.14
CONT_AWD_HT001518F0092_9700_GS35F0112Y_4732:P00004,CONT_AWD_HT001518F0092_9700_GS35F0112Y_4732,P00004,2022-04-08,K,-10551.09
CONT_AWD_HT001518F0092_9700_GS35F0112Y_4732:P00005,CONT_AWD_HT001518F0092_9700_GS35F0112Y_4732,P00005,2022-04-18,M,-296720.59
CONT_AWD_HT001519F0033_9700_NNG15SD23B_8000:0,CONT_AWD_HT001519F0033_9700_NNG15SD23B_8000,0,2019-02-21,,138069.37
CONT_AWD_HT001519F0033_9700_NNG15SD23B_8000:P00012,CONT_AWD_HT001519F0033_9700_NNG15SD23B_8000,P00012,2021-08-31,D,12525.0
CONT_AWD_HT001520C0008_9700_-NONE-_-NONE-:P00008,CONT_AWD_HT001520C0008_9700_-NONE-_-NONE-,P00008,2022-05-31,G,461118.87
CONT_AWD_HT001524F0070_9700_HT001523A0002_9700:P00015,CONT_AWD_HT001524F0070_9700_HT001523A0002_9700,P00015,2025-09-11,C,-109512.6
CONT_AWD_HT003819F0005_9700_N0003915D0044_9700:P00002,CONT_AWD_HT003819F0005_9700_N0003915D0044_9700,P00002,2023-05-16,C,-739905.78
CONT_AWD_HT003820C0006_9700_-NONE-_-NONE-:P00005,CONT_AWD_HT003820C0006_9700_-NONE-_-NONE-,P00005,2022-09-08,M,560000.0
CONT_AWD_HT003820C0006_9700_-NONE-_-NONE-:A00001,CONT_AWD_HT003820C0006_9700_-NONE-_-NONE-,A00001,2023-05-01,B,-220000.0
CONT_AWD_HT003820F0014_9700_N0003915D0044_9700:P00003,CONT_AWD_HT003820F0014_9700_N0003915D0044_9700,P00003,2025-04-09,C,-907617.31
CONT_AWD_HT003821F0012_9700_N0003915D0044_9700:P00001,CONT_AWD_HT003821F0012_9700_N0003915D0044_9700,P00001,2025-01-16,C,-2194299.77
CONT_AWD_HT003821F0022_9700_N0003915D0044_9700:P00002,CONT_AWD_HT003821F0022_9700_N0003915D0044_9700,P00002,2023-11-14,C,-1803832.41
CONT_AWD_HT003821F0025_9700_N0003915D0044_9700:P00009,CONT_AWD_HT003821F0025_9700_N0003915D0044_9700,P00009,2023-08-25,C,-351322.51
CONT_AWD_HT003821F0031_9700_N0003915D0044_9700:P00002,CONT_AWD_HT003821F0031_9700_N0003915D0044_9700,P00002,2023-08-25,C,-1221674.89
CONT_AWD_HT003822C0007_9700_-NONE-_-NONE-:P00004,CONT_AWD_HT003822C0007_9700_-NONE-_-NONE-,P00004,2024-07-02,M,-3595209.47
CONT_AWD_HT003822F0003_9700_N0003915D0044_9700:P00002,CONT_AWD_HT003822F0003_9700_N0003915D0044_9700,P00002,2023-09-13,C,-1312360.91
CONT_AWD_HT003823F0019_9700_N0003915D0044_9700:0,CONT_AWD_HT003823F0019_9700_N0003915D0044_9700,0,2023-09-29,,498298.63
CONT_AWD_HT003823F0019_9700_N0003915D0044_9700:P00008,CONT_AWD_HT003823F0019_9700_N0003915D0044_9700,P00008,2025-07-28,D,31305.0
CONT_AWD_HT003824F0005_9700_HT003822G0002_9700:P00001,CONT_AWD_HT003824F0005_9700_HT003822G0002_9700,P00001,2025-09-29,C,-235069.93
CONT_AWD_HT003825C0006_9700_-NONE-_-NONE-:0,CONT_AWD_HT003825C0006_9700_-NONE-_-NONE-,0,2025-03-07,,2566384.49
CONT_AWD_HT003825C0006_9700_-NONE-_-NONE-:P00004,CONT_AWD_HT003825C0006_9700_-NONE-_-NONE-,P00004,2025-12-09,G,1781917.91
CONT_AWD_HT940214F0006_9700_HHSN316201200013W_7529:P00076,CONT_AWD_HT940214F0006_9700_HHSN316201200013W_7529,P00076,2024-06-07,M,-924183.46
CONT_AWD_HT940214F0006_9700_HHSN316201200013W_7529:P00078,CONT_AWD_HT940214F0006_9700_HHSN316201200013W_7529,P00078,2026-03-05,K,0.0
CONT_AWD_HT940221F0008_9700_47QTCK18D0036_4732:P00007,CONT_AWD_HT940221F0008_9700_47QTCK18D0036_4732,P00007,2021-03-31,K,-202324.03
CONT_AWD_HT940224F0001_9700_47QTCK18D0037_4732:P00007,CONT_AWD_HT940224F0001_9700_47QTCK18D0037_4732,P00007,2025-01-30,C,-1219983.31
CONT_AWD_HT940224F0001_9700_47QTCK18D0037_4732:P00013,CONT_AWD_HT940224F0001_9700_47QTCK18D0037_4732,P00013,2026-02-18,C,-764922.62
CONT_AWD_HT942523P0070_9700_-NONE-_-NONE-:0,CONT_AWD_HT942523P0070_9700_-NONE-_-NONE-,0,2023-09-18,,85653.95
CONT_AWD_HT942523P0070_9700_-NONE-_-NONE-:P00003,CONT_AWD_HT942523P0070_9700_-NONE-_-NONE-,P00003,2025-08-27,B,196297.0
CONT_AWD_HTC71113FD021_9700_GS06F1019Z_4732:P00005,CONT_AWD_HTC71113FD021_9700_GS06F1019Z_4732,P00005,2020-02-24,K,-221836.85
CONT_AWD_HTC71114CD002_9700_-NONE-_-NONE-:P00036,CONT_AWD_HTC71114CD002_9700_-NONE-_-NONE-,P00036,2019-05-13,K,-215923.69
CONT_AWD_HTC71115FD021_9700_GS06F1227Z_4732:P00020,CONT_AWD_HTC71115FD021_9700_GS06F1227Z_4732,P00020,2018-10-03,C,5608939.93
CONT_AWD_HTC71115FD021_9700_GS06F1227Z_4732:P00038,CONT_AWD_HTC71115FD021_9700_GS06F1227Z_4732,P00038,2025-03-26,C,-351649.84
CONT_AWD_HTC71115FD029_9700_GS00Q09BGD0025_4735:P00016,CONT_AWD_HTC71115FD029_9700_GS00Q09BGD0025_4735,P00016,2021-09-28,K,-12058.58
CONT_AWD_HTC71118FD025_9700_GS00Q17GWD2192_4732:P00008,CONT_AWD_HTC71118FD025_9700_GS00Q17GWD2192_4732,P00008,2020-12-10,K,-27208.6
CONT_AWD_HTC71118FD066_9700_GS06F0677Z_4732:P00013,CONT_AWD_HTC71118FD066_9700_GS06F0677Z_4732,P00013,2024-12-20,K,-24847.31
CONT_AWD_HTC71118FD079_9700_GS35F469DA_4732:P00022,CONT_AWD_HTC71118FD079_9700_GS35F469DA_4732,P00022,2023-02-16,C,-101096.74
CONT_AWD_HTC71118FD110_9700_HTC71118DD001_9700:P00006,CONT_AWD_HTC71118FD110_9700_HTC71118DD001_9700,P00006,2022-08-11,M,-558000.0
CONT_AWD_HTC71120FD060_9700_HTC71120DD002_9700:P00001,CONT_AWD_HTC71120FD060_9700_HTC71120DD002_9700,P00001,2020-05-29,C,-1452914.99
CONT_AWD_HTC71120FD073_9700_GS35F217AA_4732:P00006,CONT_AWD_HTC71120FD073_9700_GS35F217AA_4732,P00006,2022-01-28,B,-136497.92
CONT_AWD_HTC71120FD073_9700_GS35F217AA_4732:P00012,CONT_AWD_HTC71120FD073_9700_GS35F217AA_4732,P00012,2023-10-31,K,-5000.0
CONT_AWD_HTC71121FD019_9700_HTC71118DD001_9700:P00001,CONT_AWD_HTC71121FD019_9700_HTC71118DD001_9700,P00001,2020-10-22,M,-125500.59
CONT_AWD_HTC71123FD085_9700_GS35F545GA_4732:P00005,CONT_AWD_HTC71123FD085_9700_GS35F545GA_4732,P00005,2024-12-17,C,-263654.21
CONT_AWD_KX01_9700_W15P7T12DE007_9700:1A,CONT_AWD_KX01_9700_W15P7T12DE007_9700,1A,2023-07-12,M,-274006.56
CONT_AWD_KX03_9700_W15P7T12DE009_9700:16,CONT_AWD_KX03_9700_W15P7T12DE009_9700,16,2021-09-21,C,-204563.74
CONT_AWD_KX05_9700_W15P7T12DE009_9700:39,CONT_AWD_KX05_9700_W15P7T12DE009_9700,39,2020-04-07,M,-1944833.1
CONT_AWD_KX07_9700_W15P7T12DE010_9700:11,CONT_AWD_KX07_9700_W15P7T12DE010_9700,11,2024-07-18,C,-323749.3
CONT_AWD_L605_9700_N0017804D4090_9700:52,CONT_AWD_L605_9700_N0017804D4090_9700,52,2019-10-01,C,-245164.58
CONT_AWD_L605_9700_N0017804D4090_9700:57,CONT_AWD_L605_9700_N0017804D4090_9700,57,2020-02-27,C,-440464.17
CONT_AWD_M0026414F1172_9700_GS06F0855Z_4732:P00008,CONT_AWD_M0026414F1172_9700_GS06F0855Z_4732,P00008,2018-12-18,B,-117498.12
CONT_AWD_M0026415F0021_9700_GS35F0530S_4730:P00007,CONT_AWD_M0026415F0021_9700_GS35F0530S_4730,P00007,2021-09-30,L,-285753.77
CONT_AWD_M0026418P0206_9700_-NONE-_-NONE-:P00002,CONT_AWD_M0026418P0206_9700_-NONE-_-NONE-,P00002,2019-01-11,M,0.0
CONT_AWD_M6700416C0009_9700_-NONE-_-NONE-:P00011,CONT_AWD_M6700416C0009_9700_-NONE-_-NONE-,P00011,2022-01-25,C,-106675.05
CONT_AWD_M6700424P4008_9700_-NONE-_-NONE-:P00004,CONT_AWD_M6700424P4008_9700_-NONE-_-NONE-,P00004,2025-06-30,M,-140000.0
CONT_AWD_M6700424P4008_9700_-NONE-_-NONE-:P00006,CONT_AWD_M6700424P4008_9700_-NONE-_-NONE-,P00006,2025-11-13,G,2098125.0
CONT_AWD_M6785409C2101_9700_-NONE-_-NONE-:P00004,CONT_AWD_M6785409C2101_9700_-NONE-_-NONE-,P00004,2019-06-04,K,0.0
CONT_AWD_M6785415F4444_9700_NNG07DA27B_8000:P00010,CONT_AWD_M6785415F4444_9700_NNG07DA27B_8000,P00010,2020-07-01,B,-317545.7
CONT_AWD_M6785417C4839_9700_-NONE-_-NONE-:P00005,CONT_AWD_M6785417C4839_9700_-NONE-_-NONE-,P00005,2021-09-20,B,2903539.2
CONT_AWD_M6785417C4839_9700_-NONE-_-NONE-:P00006,CONT_AWD_M6785417C4839_9700_-NONE-_-NONE-,P00006,2022-11-08,K,-57672.0
CONT_AWD_M6785418F4953_9700_M6785416D4950_9700:P00002,CONT_AWD_M6785418F4953_9700_M6785416D4950_9700,P00002,2019-05-16,K,-5537.03
CONT_AWD_M6785418F7612_9700_M6785418D7601_9700:P00005,CONT_AWD_M6785418F7612_9700_M6785418D7601_9700,P00005,2021-01-15,C,-1457850.29
CONT_AWD_M6785419FMUUB_9700_N0003913D0013_9700:0,CONT_AWD_M6785419FMUUB_9700_N0003913D0013_9700,0,2019-01-31,,2047949.56
CONT_AWD_M6785419FMUUB_9700_N0003913D0013_9700:2,CONT_AWD_M6785419FMUUB_9700_N0003913D0013_9700,2,2019-07-09,B,1023974.78
CONT_AWD_M6785420F7801_9700_M6785418D7823_9700:P00003,CONT_AWD_M6785420F7801_9700_M6785418D7823_9700,P00003,2023-11-02,K,-3085.57
CONT_AWD_M6785420FMUXV_9700_N0003913D0013_9700:0,CONT_AWD_M6785420FMUXV_9700_N0003913D0013_9700,0,2020-01-31,,1091847.96
CONT_AWD_M6785420FMUXV_9700_N0003913D0013_9700:P00002,CONT_AWD_M6785420FMUXV_9700_N0003913D0013_9700,P00002,2020-07-30,D,1268173.05
CONT_AWD_M6785420FMUZB_9700_N0003913D0013_9700:P00001,CONT_AWD_M6785420FMUZB_9700_N0003913D0013_9700,P00001,2020-09-24,C,-113408.19
CONT_AWD_M6785421F0022_9700_M6785419D0007_9700:P00003,CONT_AWD_M6785421F0022_9700_M6785419D0007_9700,P00003,2022-03-09,D,-121000.0
CONT_AWD_M6785421F7600_9700_M6785419D7614_9700:0,CONT_AWD_M6785421F7600_9700_M6785419D7614_9700,0,2020-12-23,,3796008.75
CONT_AWD_M6785421F7600_9700_M6785419D7614_9700:P00013,CONT_AWD_M6785421F7600_9700_M6785419D7614_9700,P00013,2022-07-28,M,0.0
CONT_AWD_M6785421F8005_9700_M6785416D7804_9700:P00002,CONT_AWD_M6785421F8005_9700_M6785416D7804_9700,P00002,2024-01-16,K,-5500.0
CONT_AWD_M6785421FMUB9_9700_N0003913D0013_9700:P00001,CONT_AWD_M6785421FMUB9_9700_N0003913D0013_9700,P00001,2021-08-25,C,-1384085.67
CONT_AWD_M6785421FMUE2_9700_N0003913D0013_9700:P00001,CONT_AWD_M6785421FMUE2_9700_N0003913D0013_9700,P00001,2021-08-24,C,-511830.05
CONT_AWD_M6785422F8031_9700_M6785421D8060_9700:P00002,CONT_AWD_M6785422F8031_9700_M6785421D8060_9700,P00002,2025-03-28,B,-1321750.44
CONT_AWD_M6785422F8031_9700_M6785421D8060_9700:P00003,CONT_AWD_M6785422F8031_9700_M6785421D8060_9700,P00003,2025-09-11,K,-1385846.14
CONT_AWD_M6890917F7600_9700_GS06F0675Z_4732:P00016,CONT_AWD_M6890917F7600_9700_GS06F0675Z_4732,P00016,2019-09-26,M,-219415.57
CONT_AWD_M6890917F7600_9700_GS06F0675Z_4732:P00019,CONT_AWD_M6890917F7600_9700_GS06F0675Z_4732,P00019,2023-01-17,C,-136780.68
CONT_AWD_M6890921F7625_9700_M6890920D7605_9700:P00001,CONT_AWD_M6890921F7625_9700_M6890920D7605_9700,P00001,2022-04-18,B,-196127.97
CONT_AWD_N0001414F5019_9700_HHSN316201200018W_7529:P00022,CONT_AWD_N0001414F5019_9700_HHSN316201200018W_7529,P00022,2024-09-17,C,-205258.51
CONT_AWD_N0001918F2440_9700_N0001915D0014_9700:P00008,CONT_AWD_N0001918F2440_9700_N0001915D0014_9700,P00008,2021-09-09,C,-648643.65
CONT_AWD_N0001918F2440_9700_N0001915D0014_9700:P00009,CONT_AWD_N0001918F2440_9700_N0001915D0014_9700,P00009,2023-10-25,M,-211319.7
CONT_AWD_N0001919F0014_9700_N0001917D0008_9700:P00001,CONT_AWD_N0001919F0014_9700_N0001917D0008_9700,P00001,2020-01-02,B,0.0
CONT_AWD_N0001919F0014_9700_N0001917D0008_9700:P00002,CONT_AWD_N0001919F0014_9700_N0001917D0008_9700,P00002,2021-08-16,B,-400208.0
CONT_AWD_N0001919F2648_9700_N0001917D0008_9700:0,CONT_AWD_N0001919F2648_9700_N0001917D0008_9700,0,2018-12-21,,611087.0
CONT_AWD_N0001919F2648_9700_N0001917D0008_9700:P00005,CONT_AWD_N0001919F2648_9700_N0001917D0008_9700,P00005,2020-03-18,C,270590.0
CONT_AWD_N0001919F2648_9700_N0001917D0008_9700:P00006,CONT_AWD_N0001919F2648_9700_N0001917D0008_9700,P00006,2021-02-26,B,-108455.0
CONT_AWD_N0001919F2648_9700_N0001917D0008_9700:A00001,CONT_AWD_N0001919F2648_9700_N0001917D0008_9700,A00001,2025-09-18,B,-10921.68
CONT_AWD_N0001919F4249_9700_N0001917D0008_9700:A00002,CONT_AWD_N0001919F4249_9700_N0001917D0008_9700,A00002,2026-01-21,B,-36219.46
CONT_AWD_N0001921F0141_9700_N0001920G0003_9700:ARZ998,CONT_AWD_N0001921F0141_9700_N0001920G0003_9700,ARZ998,2024-01-25,B,0.0
CONT_AWD_N0001922F0897_9700_N0001921G0010_9700:P00011,CONT_AWD_N0001922F0897_9700_N0001921G0010_9700,P00011,2024-09-24,G,269757.0
CONT_AWD_N0001923F0486_9700_N0001921D0010_9700:P00002,CONT_AWD_N0001923F0486_9700_N0001921D0010_9700,P00002,2024-02-05,M,0.0
CONT_AWD_N0001924F0124_9700_N0001921D0010_9700:P00008,CONT_AWD_N0001924F0124_9700_N0001921D0010_9700,P00008,2025-12-09,M,0.0
CONT_AWD_N0001924F0188_9700_N0001920G0003_9700:P00002,CONT_AWD_N0001924F0188_9700_N0001920G0003_9700,P00002,2025-04-24,A,266448.85
CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-:P00074,CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-,P00074,2020-09-30,M,-915613.34
CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-:P00076,CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-,P00076,2021-08-03,M,-1079503.12
CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-:P00078,CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-,P00078,2021-09-09,C,-174760.62
CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-:P00079,CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-,P00079,2022-09-21,C,-2550388.02
CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-:A00001,CONT_AWD_N0002414C4110_9700_-NONE-_-NONE-,A00001,2023-08-17,M,-1372060.62
CONT_AWD_N0002417C6417_9700_-NONE-_-NONE-:P00003,CONT_AWD_N0002417C6417_9700_-NONE-_-NONE-,P00003,2018-11-21,G,19908.0
CONT_AWD_N0002417C6417_9700_-NONE-_-NONE-:P00020,CONT_AWD_N0002417C6417_9700_-NONE-_-NONE-,P00020,2023-09-20,M,0.0
CONT_AWD_N0002417C6417_9700_-NONE-_-NONE-:ARZ996,CONT_AWD_N0002417C6417_9700_-NONE-_-NONE-,ARZ996,2024-09-09,M,0.0
