candidate_id,linked_notice_id,linked_notice_type,link_confidence,link_reason
RC-CONT_AWD_HT001521F0087_9700_NNG15SD41B_8000,404892a314c948ca9be34d756bc5616d,Presolicitation,Low,loosened title 60 (corroborated); NAICS match
RC-CONT_AWD_HT001521F0096_9700_NNG15SD41B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001521F0138_9700_47QTCA19D00JA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001521F0152_9700_NNG15SC92B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001521F0153_9700_NNG15SD74B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001521F0157_9700_NNG15SC60B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001521F0172_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001521F0174_9700_NNG15SC27B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001521F0203_9700_HT001520D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001521F0234_9700_NNG15SD27B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522C0012_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0001_9700_HT001518A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0039_9700_NNG15SD71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0056_9700_NNG15SD41B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0071_9700_NNG15SD08B_8000,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_HT001522F0109_9700_NNG15SD19B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0123_9700_NNG15SD25B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0136_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0155_9700_NNG15SC70B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0161_9700_NNG15SD21B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0173_9700_GS35F401BA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0181_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001522F0182_9700_NNG15SC91B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0010_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0025_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0026_9700_NNG15SC83B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0030_9700_NNG15SC82B_8000,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_HT001523F0042_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0057_9700_NNG15SD26B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0058_9700_NNG15SC82B_8000,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_HT001523F0062_9700_NNG15SD32B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0068_9700_NNG15SC70B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0081_9700_NNG15SC82B_8000,404892a314c948ca9be34d756bc5616d,Presolicitation,Low,loosened title 65 (corroborated); NAICS match
RC-CONT_AWD_HT001523F0089_9700_NNG15SC79B_8000,404892a314c948ca9be34d756bc5616d,Presolicitation,Low,loosened title 65 (corroborated); NAICS match
RC-CONT_AWD_HT001523F0093_9700_NNG15SD19B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0102_9700_NNG15SD74B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0143_9700_NNG15SD19B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001523F0155_9700_NNG15SD60B_8000,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_HT001523F0200_9700_NNG15SD73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001524F0070_9700_HT001523A0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001524F0093_9700_NNG15SC90B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001524F0095_9700_NNG15SC71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001524F0101_9700_NNG15SD09B_8000,1ca7bebef60a4579a3ee2aa5fd9e01b6,Sources Sought,Low,loosened title 58 (corroborated); place-of-performance match
RC-CONT_AWD_HT001524F0115_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001524F0128_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001524F0141_9700_NNG15SD11B_8000,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_HT001524F0144_9700_NNG15SD38B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001524F0145_9700_NNG15SD68B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001524F0149_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001525F0005_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001525F0015_9700_NNG15SC90B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001525F0029_9700_NNG15SC91B_8000,404892a314c948ca9be34d756bc5616d,Presolicitation,Low,loosened title 65 (corroborated); NAICS match
RC-CONT_AWD_HT001525F0063_9700_NNG15SC70B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001525FE010_9700_NNG15SC91B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001525FE029_9700_NNG15SC71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001525FE033_9700_NNG15SC55B_8000,ad18a4f7b7394950a24769550b47ca6e,Combined Synopsis/Solicitation,Low,loosened title 60 (corroborated); NAICS match; place-of-performance match
RC-CONT_AWD_HT001525FE059_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001525FE063_9700_NNG15SC71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT001525PE002_9700_-NONE-_-NONE-,404892a314c948ca9be34d756bc5616d,Presolicitation,Low,loosened title 68 (corroborated); NAICS match
RC-CONT_AWD_HT003819F0005_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003819F0012_9700_N6600119A0049_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003819F0016_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003820C0006_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003820F0010_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003820F0014_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003821F0012_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003821F0021_9700_HT003821D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003821F0022_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003821F0025_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003821F0031_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003822C0007_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003822F0003_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003823F0019_9700_N0003915D0044_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003824F0005_9700_HT003822G0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003825C0002_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003825C0006_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003825FE002_9700_HT003823D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT003826CE001_9700_-NONE-_-NONE-,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_HT940214F0006_9700_HHSN316201200013W_7529,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT940221F0008_9700_47QTCK18D0036_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT940224F0001_9700_47QTCK18D0037_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT940623F0148_9700_GS35F0156V_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT940823F0013_9700_GS35F0276V_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT941024F0165_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT941024P0257_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT942523F0019_9700_HHSN316201200064W_7529,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT942523P0070_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT942523P0128_9700_-NONE-_-NONE-,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_HT942524C0003_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT942524F0029_9700_47QRAA19D0091_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT942524F0126_9700_HT942524D0006_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_HT942524F0220_9700_47QTCK18D0029_4732,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_HT942524F0228_9700_HC105023D0005_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HT942525F0122_9700_HT942524D0006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71113FD021_9700_GS06F1019Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71114CD002_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71115FD021_9700_GS06F1227Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71115FD029_9700_GS00Q09BGD0025_4735,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71117CD007_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71118FD009_9700_GS35F144AA_4732,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_HTC71118FD025_9700_GS00Q17GWD2192_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71118FD066_9700_GS06F0677Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71118FD079_9700_GS35F469DA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71118FD087_9700_GS35F0539L_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71118FD110_9700_HTC71118DD001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71118FD116_9700_GS35F0509S_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71119FD013_9700_NNG15SD03B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71119FD017_9700_HTC71118DD001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71120FD010_9700_47QTCA18D008L_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71120FD060_9700_HTC71120DD002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71120FD070_9700_GS35F267DA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71120FD073_9700_GS35F217AA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71120FD088_9700_GS35F0539L_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71120FD096_9700_NNG15SC59B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71120FD097_9700_NNG15SC69B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71120P0001_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71121FD007_9700_HTC71120DD002_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 56 (corroborated); NAICS match
RC-CONT_AWD_HTC71121FD016_9700_NNG15SC23B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71121FD019_9700_HTC71118DD001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71121FD030_9700_47QTCA18D008L_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71121FD093_9700_NNG15SC69B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71123FD066_9700_NNG15SD25B_8000,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_HTC71123FD085_9700_GS35F545GA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71124FD079_9700_NNG15SD71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71124FD080_9700_N6600119A0045_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HTC71124FD082_9700_NNG15SC59B_8000,404892a314c948ca9be34d756bc5616d,Presolicitation,Low,loosened title 67 (corroborated); NAICS match
RC-CONT_AWD_HTC71125FD038_9700_NNG15SC59B_8000,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_HU000120F0058_9700_GS06F0854Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HU000120F0074_9700_HU000118AEV39_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HU000120F4017_9700_HU000118AEV39_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HU000121F0046_9700_HU000121D0003_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HU000121F0050_9700_HU000118AEV39_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HU000122F0039_9700_HU000118AEV39_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HU000122P0019_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HU000123F2009_9700_HU000118AEV39_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_HU000125F0036_9700_HU000121D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_KX01_9700_W15P7T12DE007_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_KX03_9700_W15P7T12DE009_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_KX05_9700_W15P7T12DE009_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_KX07_9700_W15P7T12DE010_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_KZ04_9700_W15P7T14DC006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_L605_9700_N0017804D4090_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026414F1172_9700_GS06F0855Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026415F0021_9700_GS35F0530S_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026417F0044_9700_GS35F0340Y_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026417P0032_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026418P0188_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026418P0206_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026419C0005_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026419F0276_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026419P0210_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026420P0174_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026421F0276_9700_NNG15SE01B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026421P0081_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026422P0044_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026423F0111_9700_NNG15SC83B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026423F0128_9700_NNG15SC61B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026423F0182_9700_NNG15SD26B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026424F0089_9700_NNG15SD70B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026424F0155_9700_NNG15SC31B_8000,404892a314c948ca9be34d756bc5616d,Presolicitation,Low,loosened title 58 (corroborated); NAICS match
RC-CONT_AWD_M0026424F0179_9700_NNG15SD76B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026424P0095_9700_-NONE-_-NONE-,1ca7bebef60a4579a3ee2aa5fd9e01b6,Sources Sought,Low,loosened title 58 (corroborated); NAICS match
RC-CONT_AWD_M0026425F0097_9700_NNG15SD42B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0026425F0192_9700_NNG15SC92B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M0068121P0072_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6261321F0044_9700_NNG15SC51B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6700416C0009_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6700421P4007_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6700422F5052_9700_N6600119A0049_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6700423F5061_9700_NNG15SD23B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6700424P4008_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6739918F0083_9700_NNG15SC71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6740015F0031_9700_GS00Q09BGD0054_4735,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6740018F0152_9700_GS35F212DA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6740023F0170_9700_M6740023D0001_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_M6740024F0063_9700_M6740023D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785402C2006_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785409C2101_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785411F4683_9700_GS35F0721P_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785414C2516_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785415F4444_9700_NNG07DA27B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785416F2603_9700_NNG15SC71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785417C0218_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785417C0220_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785417C4839_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785417C7402_9700_-NONE-_-NONE-,945f9340ad4cf62f33ba2c1f84cf9e73,Modification/Amendment/Cancel,Low,loosened title 69 (corroborated); NAICS match
RC-CONT_AWD_M6785417F4305_9700_NNG15SD06B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785418F4806_9700_M6785414D4802_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785418F4828_9700_M6785416D4805_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785418F4953_9700_M6785416D4950_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_M6785418F7612_9700_M6785418D7601_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785419F2071_9700_M6785417D2602_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785419F4035_9700_W52P1J18A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785419F4808_9700_M6785415D4802_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785419F4923_9700_N6600119A0049_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785419F7838_9700_M6785418D7823_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785419F7865_9700_M6785416D7804_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785419F7903_9700_M6785415D7900_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785419FMUTL_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_M6785419FMUUB_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_M6785419FMUVK_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_M6785420F2036_9700_M6785417D2602_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785420F4003_9700_47QTCK18D0007_4732,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_M6785420F4810_9700_M6785414D4802_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785420F7801_9700_M6785418D7823_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785420FMUWP_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785420FMUXB_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted outside the recency window around this award's expiration or before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_M6785420FMUXK_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_M6785420FMUXN_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785420FMUXV_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_M6785420FMUZB_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785420FMUZH_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F0022_9700_M6785419D0007_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F2023_9700_M6785417D2602_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F2071_9700_M6785417D2602_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F4201_9700_N0003920D0054_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F4216_9700_N0003920D0054_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F4219_9700_N0003920D0054_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F4802_9700_47QTCK18D0001_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F4909_9700_NNG15SC58B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F7600_9700_M6785419D7614_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_M6785421F7908_9700_M6785421D7900_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F8005_9700_M6785416D7804_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421F8046_9700_M6785418D7823_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421FMUB9_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421FMUD5_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421FMUD6_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421FMUD8_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421FMUE2_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421FMUE4_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785421FMUF2_9700_N0003913D0013_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F0073_9700_M6785419D0007_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F2033_9700_M6785417D2611_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F2104_9700_NNG15SC55B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F3000_9700_N0017819D7654_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F4003_9700_NNG15SD85B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F4025_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F4808_9700_M6785417D4806_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F8031_9700_M6785421D8060_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_M6785422F8064_9700_M6785421D8056_9700,7c40cf1e85dc431a84764f1b686f34f1,Solicitation,Medium,title similarity 72
RC-CONT_AWD_M6785423F0089_9700_M6785419D0007_9700,,,No Match,No notice cleared the minimum match threshold
