award_id,piid,referenced_idv_piid,award_type,awardee_name_raw,awardee_name_clean,awardee_uei,awarding_agency_raw,awarding_agency_clean,awarding_subagency_raw,awarding_subagency_clean,funding_agency_clean,date_signed,total_obligated_amount,potential_value,pop_start_date,pop_current_end_date,pop_potential_end_date,naics,psc,extent_competed,extent_competed_code,type_of_contract_pricing,type_of_contract_pricing_code,type_of_set_aside,type_of_set_aside_code,number_of_offers_received,base_and_all_options_value,place_of_performance_state,missing_end_date_flag,missing_vendor_flag,missing_agency_flag,data_quality_notes,source_system,business_size_determination_code,cyber_it_flag,cyber_flag,it_services_flag,cloud_flag,data_analytics_flag,software_dev_flag,network_ops_flag,help_desk_flag,compliance_security_flag,classification_confidence
CONT_AWD_HS002114F0099_9700_NNG07DA31B_8000,HS002114F0099,NNG07DA31B,DELIVERY ORDER,"IRON BOW TECHNOLOGIES, LLC","IRON BOW TECHNOLOGIES, LLC",Q2M4FYALZJ89,Department of Defense,DEPARTMENT OF DEFENSE,Defense Counterintelligence and Security Agency,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY,DEPARTMENT OF DEFENSE,2021-06-08,275502.6,275502.6,2014-09-30,2015-12-31,2015-12-31,541519,D318,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,3.0,-5631.69,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA862017F2006_9700_FA855515D0003_9700,FA862017F2006,FA855515D0003,DELIVERY ORDER,"UAV COMMUNICATIONS, INC.","UAV COMMUNICATIONS, INC",DMMANW3WNC23,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2021-06-08,8451980.51,8451980.51,2016-12-16,2018-01-02,2018-01-02,541513,R408,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,,0.0,VA,False,False,False,,USAspending,S,True,True,False,False,False,False,False,False,False,Medium
CONT_AWD_W52P1J21F0328_9700_W52P1J19D0020_9700,W52P1J21F0328,W52P1J19D0020,DELIVERY ORDER,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN SYSTEMS CORPORATION,EHBBTWLFSMW1,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2021-06-07,808632.7,808632.7,2021-06-07,2022-06-30,2022-06-30,541512,R425,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,808632.7,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6852021F0067_9700_NNG15SE11B_8000,N6852021F0067,NNG15SE11B,DELIVERY ORDER,SHI INTERNATIONAL CORP,SHI INTERNATIONAL CORP,CEFCD41CLDJ8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2023-01-31,4626668.0,4626668.0,2021-05-14,2023-12-31,2023-12-31,541519,DA10,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,0.0,NJ,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6328521FD028_9700_NNG15SD26B_8000,N6328521FD028,NNG15SD26B,DELIVERY ORDER,"THUNDERCAT TECHNOLOGY, LLC","THUNDERCAT TECHNOLOGY, LLC",UER4AJLUB8D5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2021-06-04,372750.0,372750.0,2021-05-27,2022-03-27,2022-03-27,541519,DA10,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,1.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA460021F0061_9700_FA460021D0001_9700,FA460021F0061,FA460021D0001,DELIVERY ORDER,PERATON ENTERPRISE SOLUTIONS LLC,PERATON ENTERPRISE SOLUTIONS LLC,MBSRAWAQ9559,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2024-04-02,295016.4,295016.4,2021-06-07,2021-12-07,2021-12-07,541512,DA01,FULL AND OPEN COMPETITION,A,COST PLUS INCENTIVE FEE,V,,,,-24082.88,NE,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_FA872621F0125_9700_NNG15SD26B_8000,FA872621F0125,NNG15SD26B,DELIVERY ORDER,"THUNDERCAT TECHNOLOGY, LLC","THUNDERCAT TECHNOLOGY, LLC",UER4AJLUB8D5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2021-06-04,1866085.64,1866085.64,2021-06-04,2022-05-31,2022-05-31,541519,7E20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,6.0,1866085.64,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6600121F0701_9700_N6600121D0074_9700,N6600121F0701,N6600121D0074,DELIVERY ORDER,"KRATOS DEFENSE & ROCKET SUPPORT SERVICES, INC.","KRATOS DEFENSE & ROCKET SUPPORT SERVICES, INC",XF6AHNQFTXU5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2021-06-02,295979.44,295979.44,2021-06-03,2022-05-14,2022-05-14,541330,AC14,FULL AND OPEN COMPETITION,A,COST PLUS FIXED FEE,U,,,1.0,295979.44,CA,False,False,False,,USAspending,O,True,True,False,False,False,False,False,False,False,Low
CONT_AWD_N0042121F1772_9700_NNG15SC27B_8000,N0042121F1772,NNG15SC27B,DELIVERY ORDER,CARAHSOFT TECHNOLOGY CORP,CARAHSOFT TECHNOLOGY CORP,DT8KJHZXVJH5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2024-12-10,3837422.48,3837422.48,2021-05-17,2026-01-16,2026-01-16,541519,DA10,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,8.0,0.0,MD,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N4248521F0015_9700_N6600119A0049_9700,N4248521F0015,N6600119A0049,BPA CALL,"GARTNER, INC.","GARTNER, INC",CFALLJBGZ697,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2021-06-01,323676.0,323676.0,2021-06-01,2022-05-31,2022-05-31,541519,DC01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,323676.0,DC,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6883621FJ90F_9700_N0003920D0020_9700,N6883621FJ90F,N0003920D0020,DELIVERY ORDER,HPI FEDERAL LLC,HPI FEDERAL LLC,DJRUN4KK1HK3,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2021-06-01,6498111.31,6498111.31,2021-06-01,2021-09-30,2021-09-30,541512,DA01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,,6255464.85,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_W9115121F0232_9700_W9115120D0012_9700,W9115121F0232,W9115120D0012,DELIVERY ORDER,"IGNITE FUELING INNOVATION, INC","IGNITE FUELING INNOVATION, INC",MU8VTWFS9QP8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2021-06-01,1228240.68,1228240.68,2021-06-01,2021-10-31,2021-10-31,541511,R425,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,,1228240.68,NM,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W9124D21F0314_9700_NNG15SC61B_8000,W9124D21F0314,NNG15SC61B,DELIVERY ORDER,FEDERAL RESOURCES CORPORATION,FEDERAL RESOURCES CORPORATION,FZK7KZZJYNQ9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2023-05-08,1169592.0,1599072.0,2021-06-01,2024-05-31,2025-05-31,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,3.0,0.0,KY,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0016421F0082_9700_GS35F0639N_4730,N0016421F0082,GS35F0639N,DELIVERY ORDER,ANSYS INC,ANSYS INC,TY4MJLKVJJ27,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2021-05-28,492053.09,492053.09,2021-05-28,2021-05-31,2021-05-31,541519,7A21,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,492053.09,PA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W91CRB21F0322_9700_W91CRB21D0019_9700,W91CRB21F0322,W91CRB21D0019,DELIVERY ORDER,"QUANTITATIVE SOFTWARE MANAGEMENT, INC.","QUANTITATIVE SOFTWARE MANAGEMENT, INC",KAAEGVQ9QLD9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2021-05-27,420039.0,420039.0,2021-06-01,2022-05-31,2022-05-31,541511,7A21,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,420039.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC108421F0156_9700_HC108420A0003_9700,HC108421F0156,HC108420A0003,BPA CALL,DELL FEDERAL SYSTEMS L.P,DELL FEDERAL SYSTEMS L.P,N1C5QLNPJLS4,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2021-05-27,313122.9,313122.9,2021-05-27,2021-05-27,2021-05-27,541519,7A21,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,,313122.9,PA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_0018_9700_W74V8H04D0030_9700,0018,W74V8H04D0030,DELIVERY ORDER,PERATON ENTERPRISE SOLUTIONS LLC,PERATON ENTERPRISE SOLUTIONS LLC,MBSRAWAQ9559,Department of Defense,DEPARTMENT OF DEFENSE,Defense Contract Management Agency,DEFENSE CONTRACT MANAGEMENT AGENCY,DEPARTMENT OF DEFENSE,2021-05-27,120967706.97,124309245.29,2009-10-01,2014-10-31,2014-10-31,541511,D399,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,NO SET ASIDE USED.,NONE,1.0,215114.4,VA,False,False,False,,USAspending,O,True,False,True,False,False,False,False,True,False,High
CONT_AWD_W912DY21F0228_9700_W912DY16D0001_9700,W912DY21F0228,W912DY16D0001,DELIVERY ORDER,SIEMENS GOVERNMENT TECHNOLOGIES INC,SIEMENS GOVERNMENT TECHNOLOGIES INC,R2VGJTEMCNL5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2025-06-17,3029033.9,3029033.9,2021-05-28,2025-02-04,2025-02-04,541512,N059,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,-40247.0,AK,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6660421F0180_9700_NNG15SD64B_8000,N6660421F0180,NNG15SD64B,DELIVERY ORDER,"ANACAPA MICRO PRODUCTS, INC.","ANACAPA MICRO PRODUCTS, INC",CYX7XBK19BU4,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2022-09-13,1620459.19,1620459.19,2021-05-26,2024-07-15,2024-07-15,541519,7K20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,2.0,-113399.35,CA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_M6890921F7605_9700_M6890920D7602_9700,M6890921F7605,M6890920D7602,DELIVERY ORDER,PUEO BUSINESS SOLUTIONS LLC,PUEO BUSINESS SOLUTIONS LLC,WRXPSH9KB3E5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-05-29,5747851.14,5755457.33,2021-05-10,2025-09-30,2025-09-30,541512,R425,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,8A COMPETED,8A,3.0,702730.12,CA,False,False,False,,USAspending,S,True,True,False,False,False,False,False,False,False,Medium
CONT_AWD_HT001521F0087_9700_NNG15SD41B_8000,HT001521F0087,NNG15SD41B,DELIVERY ORDER,"VETERAN INFORMATION TECHNOLOGIES, LLC","VETERAN INFORMATION TECHNOLOGIES, LLC",JD85DN2HY8K4,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2022-05-03,253064.86,699093.91,2021-05-25,2023-05-28,2026-05-28,541519,DA10,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,5.0,85585.5,TX,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA830721F0055_9700_NNG15SC23B_8000,FA830721F0055,NNG15SC23B,DELIVERY ORDER,ACCESSAGILITY LLC,ACCESSAGILITY LLC,HMXCQJ8ADNL7,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2021-05-24,724144.65,724144.65,2021-06-01,2022-05-31,2022-05-31,541519,DA10,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,6.0,724144.65,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA822421C0012_9700_-NONE-_-NONE-,FA822421C0012,,DEFINITIVE CONTRACT,ARGOS BUSINESS INNOVATIONS LLC,ARGOS BUSINESS INNOVATIONS LLC,YEJ4UCVHVVP6,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-05-22,4431177.6,4431177.6,2021-05-25,2023-08-24,2023-08-24,541511,DA01,NOT AVAILABLE FOR COMPETITION,B,FIRM FIXED PRICE,J,8(A) SOLE SOURCE,8AN,1.0,504835.2,UT,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_FA445213C0006_9700_-NONE-_-NONE-,FA445213C0006,,DEFINITIVE CONTRACT,"MILVETS SYSTEMS TECHNOLOGY, INC.","MILVETS SYSTEMS TECHNOLOGY, INC",V8YPUJBDJ737,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2021-05-20,1344310.93,1344310.93,2013-01-22,2017-09-30,2017-09-30,541513,D399,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,SDVOSBC,2.0,0.0,IL,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_FA820121F0129_9700_NNG15SC28B_8000,FA820121F0129,NNG15SC28B,DELIVERY ORDER,CDW GOVERNMENT LLC,CDW GOVERNMENT LLC,PHZDZ8SJ5CM1,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2021-05-20,395000.0,395000.0,2021-05-20,2021-06-20,2021-06-20,541519,7E20,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,4.0,395000.0,UT,False,False,False,,USAspending,O,True,False,True,False,False,False,False,False,False,Medium
CONT_AWD_FA873014C0024_9700_-NONE-_-NONE-,FA873014C0024,,DEFINITIVE CONTRACT,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN SYSTEMS CORPORATION,ZXNGPY1BLG94,Department of Defense,DEPARTMENT OF DEFENSE,Defense Contract Management Agency,DEFENSE CONTRACT MANAGEMENT AGENCY,DEPARTMENT OF DEFENSE,2023-10-19,15293020.12,17055469.12,2014-05-09,2016-08-08,2016-08-08,541512,AN77,NOT COMPETED,C,COST PLUS FIXED FEE,U,NO SET ASIDE USED.,NONE,1.0,0.0,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_SP470121F0403_9700_NNG15SC76B_8000,SP470121F0403,NNG15SC76B,DELIVERY ORDER,GMC TEK LLC,GMC TEK LLC,PK59JVQEPPL9,Department of Defense,DEPARTMENT OF DEFENSE,Defense Logistics Agency,DEFENSE LOGISTICS AGENCY,DEPARTMENT OF DEFENSE,2021-05-19,334600.0,669200.0,2021-07-15,2022-07-14,2023-07-14,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,3.0,669200.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA830715F0015_9700_GS00Q09BGD0056_4735,FA830715F0015,GS00Q09BGD0056,DELIVERY ORDER,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN SYSTEMS CORPORATION,DJUCEANK2KP4,Department of Defense,DEPARTMENT OF DEFENSE,Defense Contract Management Agency,DEFENSE CONTRACT MANAGEMENT AGENCY,DEPARTMENT OF DEFENSE,2021-05-18,1479214.18,1479214.18,2015-04-30,2016-06-06,2016-06-06,541512,AC57,FULL AND OPEN COMPETITION,A,COST PLUS FIXED FEE,U,,,3.0,-10759.06,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA877015F0519_9700_GS06F1123Z_4732,FA877015F0519,GS06F1123Z,DELIVERY ORDER,PEERLESS TECHNOLOGIES CORPORATION,PEERLESS TECHNOLOGIES CORPORATION,GM4JDCJEW5Z7,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2021-05-13,2183782.75,3191725.09,2015-09-24,2017-08-24,2017-08-24,541512,D324,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,1.0,0.0,OH,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0001921F0423_9700_NNG15SC27B_8000,N0001921F0423,NNG15SC27B,DELIVERY ORDER,CARAHSOFT TECHNOLOGY CORP,CARAHSOFT TECHNOLOGY CORP,DT8KJHZXVJH5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2021-05-13,1997000.0,1997000.0,2021-01-10,2022-01-09,2022-01-09,541519,7A21,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,4.0,198000.0,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W81XWH15F0338_9700_HHSN316201200009W_7529,W81XWH15F0338,HHSN316201200009W,DELIVERY ORDER,"CACI ENTERPRISE SOLUTIONS, LLC","CACI ENTERPRISE SOLUTIONS, LLC",HLEJZK5FZR54,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2021-05-13,64236893.19,70070821.64,2015-06-25,2018-09-29,2018-10-30,541512,R408,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,2.0,-16937.73,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_H9240421F0102_9700_NNG15SC82B_8000,H9240421F0102,NNG15SC82B,DELIVERY ORDER,"NEW TECH SOLUTIONS, INC.","NEW TECH SOLUTIONS, INC",XK11LLUL61A7,Department of Defense,DEPARTMENT OF DEFENSE,U.S. Special Operations Command,U.S. SPECIAL OPERATIONS COMMAND,DEPARTMENT OF DEFENSE,2021-05-11,738974.1,738974.1,2021-05-11,2021-05-26,2021-05-26,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,8.0,738974.1,FL,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W912HZ18F0263_9700_W912HZ17D0012_9700,W912HZ18F0263,W912HZ17D0012,DELIVERY ORDER,"AQUALAGOON, INC","AQUALAGOON, INC",KRZ1N4AARGH7,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2021-05-11,1159407.67,1159407.67,2018-09-10,2019-09-19,2019-09-19,541511,D318,NOT AVAILABLE FOR COMPETITION,B,FIRM FIXED PRICE,J,,,,-5050.53,MS,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA860421FB092_9700_NNG15SC55B_8000,FA860421FB092,NNG15SC55B,DELIVERY ORDER,WORLD WIDE TECHNOLOGY LLC,WORLD WIDE TECHNOLOGY LLC,C8VFSNKTMQB6,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2021-05-07,662012.36,662012.36,2021-05-07,2022-05-04,2022-05-04,541519,7E20,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,5.0,662012.36,OH,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6523621F0433_9700_NNG15SC94B_8000,N6523621F0433,NNG15SC94B,DELIVERY ORDER,"VAE, INC.","VAE, INC",LB8JT7MNMYB5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2021-05-07,277525.3,277525.3,2021-05-07,2021-07-02,2021-07-02,541519,7B22,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,2.0,277525.3,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W9115121F0095_9700_W9115120D0009_9700,W9115121F0095,W9115120D0009,DELIVERY ORDER,H2 DIRECT LLC,H2 DIRECT LLC,FZSYEMSEJWD3,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2021-05-06,326658.18,326658.18,2021-02-01,2022-01-31,2022-01-31,541513,DC01,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,,2690.5,NM,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_0066_9700_H9222211D0008_9700,0066,H9222211D0008,DELIVERY ORDER,"CACI NSS, LLC","CACI NSS, LLC",GS59ABNVD6N7,Department of Defense,DEPARTMENT OF DEFENSE,Defense Contract Management Agency,DEFENSE CONTRACT MANAGEMENT AGENCY,DEPARTMENT OF DEFENSE,2021-05-06,410652.45,410652.45,2016-07-12,2017-07-11,2017-07-11,541519,D307,FULL AND OPEN COMPETITION,A,TIME AND MATERIALS,Y,,,,-21653.55,FL,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_H9821021F0161_9700_H9821021D0001_9700,H9821021F0161,H9821021D0001,DELIVERY ORDER,"ASM RESEARCH, LLC","ASM RESEARCH, LLC",TDJMB5JLT149,Department of Defense,DEPARTMENT OF DEFENSE,Defense Human Resources Activity,DEFENSE HUMAN RESOURCES ACTIVITY,DEPARTMENT OF DEFENSE,2021-05-05,923174.1,923174.1,2021-05-16,2021-08-30,2021-08-30,541512,DH10,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,923174.1,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102821F0443_9700_NNG15SD80B_8000,HC102821F0443,NNG15SD80B,DELIVERY ORDER,"AUGUST SCHELL ENTERPRISES, INC.","AUGUST SCHELL ENTERPRISES, INC",PPMBFPRXNAJ9,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2021-05-05,687476.34,687476.34,2021-05-23,2022-05-22,2022-05-22,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,9.0,687476.34,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W15QKN14C0093_9700_-NONE-_-NONE-,W15QKN14C0093,,DEFINITIVE CONTRACT,OCTO CONSULTING GROUP LLC,OCTO CONSULTING GROUP LLC,X5V6UB9HVCD8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2021-05-05,1343296.37,1343296.37,2014-09-26,2015-12-25,2015-12-25,541519,R499,NOT AVAILABLE FOR COMPETITION,B,FIRM FIXED PRICE,J,8(A) SOLE SOURCE,8AN,1.0,-11586.33,VA,False,False,False,,USAspending,S,True,False,True,False,False,False,False,False,False,Medium
CONT_AWD_HQ001317F0022_9700_GS06F0938Z_4732,HQ001317F0022,GS06F0938Z,DELIVERY ORDER,"STAFF TECH, INC.","STAFF TECH, INC",N28WGXH2JBM7,Department of Defense,DEPARTMENT OF DEFENSE,Washington Headquarters Services,WASHINGTON HEADQUARTERS SERVICES,DEPARTMENT OF DEFENSE,2021-05-04,1265914.32,1265914.32,2017-08-04,2019-08-03,2022-08-03,541512,D318,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,1.0,-1419728.48,CA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_H9821021F0159_9700_H9821021D0001_9700,H9821021F0159,H9821021D0001,DELIVERY ORDER,"ASM RESEARCH, LLC","ASM RESEARCH, LLC",TDJMB5JLT149,Department of Defense,DEPARTMENT OF DEFENSE,Defense Human Resources Activity,DEFENSE HUMAN RESOURCES ACTIVITY,DEPARTMENT OF DEFENSE,2023-09-22,1011658.9,1011658.9,2021-05-04,2022-09-30,2022-09-30,541512,DH10,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,-0.02,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
